Texte à synthétiser,Voix source (WAV),Langue,Résultat audio,flag,username,timestamp
Hello my name is SBE3,/Users/tourgismacbook/Downloads/etc/Text-to-speech-Project/flagged/Voix source WAV/b1608ba80ff8cb1f4269ea00d34020109ac486c7/tmpxo0zvxq6.wav,en,,,,2025-05-08 17:50:14.632858
